Feature ID	Accession ID	Type	Contig	Start	Stop	Frame	Strand	Length (bp)	Function	Subsystem	NCBI GI	locus
fig|6666666.353979.peg.2751	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	306628	305708	-1	-	921	Threonine catabolic operon transcriptional activator TdcA	LysR-family proteins in Escherichia coli; <br>LysR-family proteins in Salmonella enterica Typhimurium; <br>Threonine anaerobic catabolism gene cluster	 	 
fig|6666666.353979.peg.2752	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	308587	307829	-1	-	759	hypothetical protein	- none -	 	 
fig|6666666.353979.peg.2753	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	309415	308591	-1	-	825	Transposase	- none -	 	 
fig|6666666.353979.peg.2754	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	309711	309448	-3	-	264	Mobile element protein	- none -	 	 
fig|6666666.353979.peg.2755	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	310070	309945	-2	-	126	hypothetical protein	- none -	 	 
fig|6666666.353979.peg.2756	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	310340	310624	2	+	285	hypothetical protein	- none -	 	 
fig|6666666.353979.peg.2757	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	310612	310932	1	+	321	Mobile element protein	- none -	 	 
fig|6666666.353979.peg.2758	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	311969	311127	-2	-	843	hypothetical protein	- none -	 	 
fig|6666666.353979.peg.2759	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	312768	312154	-3	-	615	Phage replication protein	Phage replication	 	 
fig|6666666.353979.peg.2760	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	313782	313901	3	+	120	hypothetical protein	- none -	 	 
fig|6666666.353979.peg.2761	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	313901	314083	2	+	183	hypothetical protein	- none -	 	 
fig|6666666.353979.peg.2762	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	314351	314671	2	+	321	Arsenical resistance operon repressor	Arsenic resistance	 	 
fig|6666666.353979.peg.2763	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	314712	316001	3	+	1290	Arsenic efflux pump protein	Arsenic resistance	 	 
fig|6666666.353979.peg.2764	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	316014	316445	3	+	432	Arsenate reductase (EC 1.20.4.1)	Anaerobic respiratory reductases; <br>Arsenic resistance; <br>Transcription repair cluster	 	 
fig|6666666.353979.peg.2765	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	316564	317334	1	+	771	short-chain dehydrogenase/reductase SDR	- none -	 	 
fig|6666666.353979.peg.2766	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	317882	317331	-2	-	552	Transcriptional regulator, TetR family	- none -	 	 
fig|6666666.353979.peg.2767	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	317964	319178	3	+	1215	Putative transport protein/putative regulator	- none -	 	 
fig|6666666.353979.peg.2768	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	319168	319980	1	+	813	Protein ybjI	- none -	 	 
fig|6666666.353979.peg.2769	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	321273	320041	-3	-	1233	Multidrug translocase MdfA	- none -	 	 
fig|6666666.353979.peg.2770	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	321442	322170	1	+	729	Putative membrane protein	- none -	 	 
fig|6666666.353979.peg.2771	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	322136	322786	2	+	651	Putative permease	- none -	 	 
fig|6666666.353979.peg.2772	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	322855	323613	1	+	759	Deoxyribose operon repressor, DeoR family	Deoxyribose and Deoxynucleoside Catabolism	 	 
fig|6666666.353979.peg.2773	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	324867	323653	-3	-	1215	D-alanyl-D-alanine carboxypeptidase (EC 3.4.16.4)	Metallocarboxypeptidases (EC 3.4.17.-); <br>Murein Hydrolases; <br>Peptidoglycan Biosynthesis	 	 
fig|6666666.353979.peg.2774	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	325100	325726	2	+	627	Uncharacterized glutathione S-transferase-like protein	Glutathione: Non-redox reactions	 	 
fig|6666666.353979.peg.2775	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	326845	325727	-1	-	1119	Soluble aldose sugar dehydrogenase, PQQ-dependent (EC 1.1.5.-)	- none -	 	 
fig|6666666.353979.peg.2776	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	327335	326952	-2	-	384	biofilm regulator BssR	- none -	 	 
fig|6666666.353979.peg.2777	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	327552	328877	3	+	1326	Ribosomal protein S12p Asp88 (E. coli) methylthiotransferase	Methylthiotransferases; <br>Ribosomal protein S12p Asp methylthiotransferase	 	 
fig|6666666.353979.peg.2778	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	329852	328941	-2	-	912	Dipeptide transport system permease protein DppC (TC 3.A.1.5.2)	ABC transporter dipeptide (TC 3.A.1.5.2)	 	 
fig|6666666.353979.peg.2779	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	330774	329854	-3	-	921	Oligopeptide transport system permease protein OppB (TC 3.A.1.5.1)	ABC transporter oligopeptide (TC 3.A.1.5.1)	 	 
fig|6666666.353979.peg.2780	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	332318	330780	-2	-	1539	Dipeptide-binding ABC transporter, periplasmic substrate-binding component (TC 3.A.1.5.2); Putative hemin-binding lipoprotein	ABC transporter dipeptide (TC 3.A.1.5.2); <br>Bacterial Chemotaxis; <br>cAMP signaling in bacteria	 	 
fig|6666666.353979.peg.2781	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	334213	332342	-1	-	1872	Dipeptide transport ATP-binding protein DppD in protein degradation cluster	- none -	 	 
fig|6666666.353979.peg.2782	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	335169	334225	-3	-	945	Isoaspartyl aminopeptidase (EC 3.4.19.5) @ Asp-X dipeptidase	Omega peptidases (EC 3.4.19.-); <br>Protein degradation	 	 
fig|6666666.353979.peg.2783	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	335352	336584	3	+	1233	Molybdopterin biosynthesis protein MoeA	Molybdenum cofactor biosynthesis	 	 
fig|6666666.353979.peg.2784	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	336586	337338	1	+	753	Molybdopterin biosynthesis protein MoeB	Molybdenum cofactor biosynthesis	 	 
fig|6666666.353979.peg.2785	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	338117	337428	-2	-	690	Transaldolase (EC 2.2.1.2)	Fructose utilization; <br>Pentose phosphate pathway	 	 
fig|6666666.353979.peg.2786	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	338219	339118	2	+	900	Pyruvate formate-lyase activating enzyme (EC 1.97.1.4)	Fermentations: Mixed acid	 	 
fig|6666666.353979.peg.2787	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	339123	341555	3	+	2433	Pyruvate formate-lyase (EC 2.3.1.54)	Butanol Biosynthesis; <br>Fermentations: Mixed acid	 	 
fig|6666666.353979.peg.2788	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	341750	342565	2	+	816	HMP-PP hydrolase (pyridoxal phosphatase) Cof, detected in genetic screen for thiamin metabolic genes (PMID:15292217)	- none -	 	 
fig|6666666.353979.peg.2789	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	342715	343971	1	+	1257	FIG01046262: hypothetical protein	- none -	 	 
fig|6666666.353979.peg.2790	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	345041	343968	-2	-	1074	Transcriptional regulator, LacI family	- none -	 	 
fig|6666666.353979.peg.2791	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	345330	346631	3	+	1302	Hexuronate transporter	D-Galacturonate and D-Glucuronate Utilization	 	 
fig|6666666.353979.peg.2792	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	346649	349012	2	+	2364	Alpha-glucosidase (EC 3.2.1.20)	D-Galacturonate and D-Glucuronate Utilization; <br>Maltose and Maltodextrin Utilization	 	 
fig|6666666.353979.peg.2793	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	350690	349095	-2	-	1596	Putative ATPase component of ABC transporter with duplicated ATPase domain	- none -	 	 
fig|6666666.353979.peg.2794	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	350913	351833	3	+	921	L,D-transpeptidase YbiS	Peptidoglycan Crosslinking of Peptide Stems	 	 
fig|6666666.353979.peg.2795	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	352076	352885	2	+	810	Glycosyl transferase, group 2 family protein	- none -	 	 
fig|6666666.353979.peg.2796	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	353610	352894	-3	-	717	Transcriptional regulator, GntR family	- none -	 	 
fig|6666666.353979.peg.2797	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	354948	353626	-3	-	1323	PTS system, cellobiose-specific IIC component (EC 2.7.1.69)	Beta-Glucoside Metabolism	 	 
fig|6666666.353979.peg.2798	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	356376	355000	-3	-	1377	6-phospho-beta-glucosidase (EC 3.2.1.86)	Beta-Glucoside Metabolism	 	 
fig|6666666.353979.peg.2799	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	357563	356523	-2	-	1041	Oxidoreductase	- none -	 	 
fig|6666666.353979.peg.2800	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	358765	357665	-1	-	1101	Putative membrane protein	- none -	 	 
fig|6666666.353979.peg.2801	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	359235	358762	-3	-	474	Mn-dependent transcriptional regulator MntR	- none -	 	 
fig|6666666.353979.peg.2802	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	359419	359547	1	+	129	hypothetical protein	- none -	 	 
fig|6666666.353979.peg.2803	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	359831	361414	2	+	1584	FIG00732228: membrane protein	- none -	 	 
fig|6666666.353979.peg.2804	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	362039	361521	-2	-	519	Outer membrane protein X precursor	- none -	 	 
fig|6666666.353979.peg.2805	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	362394	363281	3	+	888	Putative DMT superfamily metabolite efflux protein precursor	- none -	 	 
fig|6666666.353979.peg.2806	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	363581	364084	2	+	504	Non-specific DNA-binding protein Dps / Iron-binding ferritin-like antioxidant protein / Ferroxidase (EC 1.16.3.1)	Oxidative stress; <br>Oxidative stress; <br>Oxidative stress	 	 
fig|6666666.353979.peg.2807	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	364447	365190	1	+	744	Glutamine ABC transporter, periplasmic glutamine-binding protein (TC 3.A.1.3.2)	- none -	 	 
fig|6666666.353979.peg.2808	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	365275	365934	1	+	660	Glutamate transport membrane-spanning protein	- none -	 	 
fig|6666666.353979.peg.2809	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	365931	366653	3	+	723	Glutamate transport ATP-binding protein	- none -	 	 
fig|6666666.353979.peg.2810	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	366779	368992	2	+	2214	Potassium efflux system KefA protein / Small-conductance mechanosensitive channel	Potassium homeostasis	 	 
fig|6666666.353979.peg.2811	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	369951	369040	-3	-	912	Ribosomal RNA large subunit methyltransferase F (EC 2.1.1.51)	RNA methylation	 	 
fig|6666666.353979.peg.2812	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	370196	370462	2	+	267	probable exported protein YPO2521	- none -	 	 
fig|6666666.353979.peg.2813	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	370587	370853	3	+	267	Hypothetical Zinc-finger containing protein	- none -	 	 
fig|6666666.353979.peg.2814	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	371139	371399	3	+	261	FIG01200701: possible membrane protein	- none -	 	 
fig|6666666.353979.peg.2815	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	372475	371513	-1	-	963	Anthranilate phosphoribosyltransferase like (EC 2.4.2.18)	- none -	 	 
fig|6666666.353979.peg.2816	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	372732	373268	3	+	537	Type-1 fimbrial protein, A chain precursor	- none -	 	 
fig|6666666.353979.peg.2817	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	373337	374011	2	+	675	Putative fimbrial chaparone	- none -	 	 
fig|6666666.353979.peg.2818	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	374039	376582	2	+	2544	type 1 fimbriae anchoring protein FimD	Type 1 pili (mannose-sensitive fimbriae, gamma-fimbriae)	 	 
fig|6666666.353979.peg.2819	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	376605	377591	3	+	987	Fimbrial adhesin precursor	- none -	 	 
fig|6666666.353979.peg.2820	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	377588	378091	2	+	504	type 1 fimbrae adaptor subunit FimG	Type 1 pili (mannose-sensitive fimbriae, gamma-fimbriae)	 	 
fig|6666666.353979.peg.2821	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	380255	378078	-2	-	2178	ATP-dependent helicase DinG/Rad3	DNA repair, bacterial DinG and relatives	 	 
fig|6666666.353979.peg.2822	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	381732	380353	-3	-	1380	ATP-dependent RNA helicase RhlE	ATP-dependent RNA helicases, bacterial	 	 
fig|6666666.353979.peg.2823	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	381969	382646	3	+	678	Transcriptional regulator YbiH, TetR family	ATP-dependent efflux pump transporter Ybh	 	 
fig|6666666.353979.peg.2824	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	382643	383638	2	+	996	Predicted membrane fusion protein (MFP) component of efflux pump, membrane anchor protein YbhG	ATP-dependent efflux pump transporter Ybh	 	 
fig|6666666.353979.peg.2825	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	383631	385370	3	+	1740	ABC transporter multidrug efflux pump, fused ATP-binding domains	ATP-dependent efflux pump transporter Ybh	 	 
fig|6666666.353979.peg.2826	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	385360	386493	1	+	1134	ABC transport system, permease component YbhS	ATP-dependent efflux pump transporter Ybh	 	 
fig|6666666.353979.peg.2827	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	386503	387609	1	+	1107	ABC transport system, permease component YbhR	ATP-dependent efflux pump transporter Ybh	 	 
fig|6666666.353979.peg.2828	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	387981	387571	-3	-	411	Putative inner membrane protein	- none -	 	 
fig|6666666.353979.peg.2829	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	387980	388096	2	+	117	hypothetical protein	- none -	 	 
fig|6666666.353979.peg.2830	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	388115	388876	2	+	762	Endonuclease/Exonuclease/phosphatase family protein	- none -	 	 
fig|6666666.353979.peg.2831	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	388873	390111	1	+	1239	Cardiolipin synthetase (EC 2.7.8.-)	Cardiolipin synthesis; <br>Glycerolipid and Glycerophospholipid Metabolism in Bacteria	 	 
fig|6666666.353979.peg.2832	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	390111	391073	3	+	963	Inner membrane protein YbhQ	- none -	 	 
fig|6666666.353979.peg.2833	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	391858	391151	-1	-	708	Putative membrane protein	- none -	 	 
fig|6666666.353979.peg.2834	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	392375	391923	-2	-	453	Molybdenum cofactor biosynthesis protein MoaE	Molybdenum cofactor biosynthesis; <br>ar-104-EC Molybdenum cofactor biosynthesis moaABCDE	 	 
fig|6666666.353979.peg.2835	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	392622	392377	-3	-	246	Molybdenum cofactor biosynthesis protein MoaD	Molybdenum cofactor biosynthesis; <br>ar-104-EC Molybdenum cofactor biosynthesis moaABCDE	 	 
fig|6666666.353979.peg.2836	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	393100	392615	-1	-	486	Molybdenum cofactor biosynthesis protein MoaC	Molybdenum cofactor biosynthesis; <br>ar-104-EC Molybdenum cofactor biosynthesis moaABCDE	 	 
fig|6666666.353979.peg.2837	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	393616	393104	-1	-	513	Molybdenum cofactor biosynthesis protein MoaB	Molybdenum cofactor biosynthesis; <br>ar-104-EC Molybdenum cofactor biosynthesis moaABCDE	 	 
fig|6666666.353979.peg.2838	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	394630	393641	-1	-	990	Molybdenum cofactor biosynthesis protein MoaA	Molybdenum cofactor biosynthesis; <br>ar-104-EC Molybdenum cofactor biosynthesis moaABCDE	 	 
fig|6666666.353979.peg.2839	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	394978	395886	1	+	909	FIG002813: LPPG:FO 2-phospho-L-lactate transferase like, CofD-like	- none -	 	 
fig|6666666.353979.peg.2840	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	397943	395928	-2	-	2016	Excinuclease ABC subunit B	DNA repair, UvrABC system	 	 
fig|6666666.353979.peg.2841	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	398697	399419	3	+	723	Urea ABC transporter, ATPase protein UrtE	Urea decomposition	 	 
fig|6666666.353979.peg.2842	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	400083	399382	-3	-	702	Dethiobiotin synthetase (EC 6.3.3.3)	Biotin biosynthesis; <br>Biotin biosynthesis Experimental; <br>Biotin synthesis cluster	 	 
fig|6666666.353979.peg.2843	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	400831	400076	-1	-	756	Biotin synthesis protein BioC	Biotin biosynthesis; <br>Biotin biosynthesis Experimental; <br>Biotin synthesis cluster	 	 
fig|6666666.353979.peg.2844	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	401972	400815	-2	-	1158	8-amino-7-oxononanoate synthase (EC 2.3.1.47)	Biotin biosynthesis; <br>Biotin biosynthesis Experimental; <br>Biotin synthesis cluster	 	 
fig|6666666.353979.peg.2845	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	403009	401969	-1	-	1041	Biotin synthase (EC 2.8.1.6)	Biotin biosynthesis; <br>Biotin biosynthesis Experimental; <br>Biotin synthesis cluster	 	 
fig|6666666.353979.peg.2846	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	403096	404385	1	+	1290	Adenosylmethionine-8-amino-7-oxononanoate aminotransferase (EC 2.6.1.62)	Biotin biosynthesis; <br>Biotin biosynthesis Experimental; <br>Biotin synthesis cluster	 	 
fig|6666666.353979.peg.2847	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	404434	404910	1	+	477	UPF0098 protein ybhB	- none -	 	 
fig|6666666.353979.peg.2848	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	406515	404995	-3	-	1521	Histidine ammonia-lyase (EC 4.3.1.3)	Histidine Degradation	 	 
fig|6666666.353979.peg.2849	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	408200	406512	-2	-	1689	Urocanate hydratase (EC 4.2.1.49)	Histidine Degradation	 	 
fig|6666666.353979.peg.2850	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	409062	408328	-3	-	735	Histidine utilization repressor	Histidine Degradation	 	 
fig|6666666.353979.peg.2851	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	410020	409082	-1	-	939	Formiminoglutamase (EC 3.5.3.8)	Histidine Degradation	 	 
fig|6666666.353979.peg.2852	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	411240	410017	-3	-	1224	Imidazolonepropionase (EC 3.5.2.7)	Histidine Degradation	 	 
fig|6666666.353979.peg.2853	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	411465	412748	3	+	1284	Pectinesterase (EC 3.1.1.11)	D-Galacturonate and D-Glucuronate Utilization	 	 
fig|6666666.353979.peg.2854	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	413831	412836	-2	-	996	6-phosphogluconolactonase (EC 3.1.1.31)	Entner-Doudoroff Pathway; <br>Pentose phosphate pathway	 	 
fig|6666666.353979.peg.2855	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	413972	414790	2	+	819	Putative phosphatase	- none -	 	 
fig|6666666.353979.peg.2856	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	415849	414791	-1	-	1059	Molybdenum transport ATP-binding protein ModC (TC 3.A.1.8.1)	Molybdenum cofactor biosynthesis	 	 
fig|6666666.353979.peg.2857	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	416541	415852	-3	-	690	Molybdenum transport system permease protein ModB (TC 3.A.1.8.1)	Molybdenum cofactor biosynthesis	 	 
fig|6666666.353979.peg.2858	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	417314	416541	-2	-	774	Molybdenum ABC transporter, periplasmic molybdenum-binding protein ModA (TC 3.A.1.8.1)	Molybdenum cofactor biosynthesis	 	 
fig|6666666.353979.peg.2859	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	417496	417347	-1	-	150	hypothetical protein	- none -	 	 
fig|6666666.353979.peg.2860	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	417642	417493	-3	-	150	Putative exported protein	- none -	 	 
fig|6666666.353979.peg.2861	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	417770	418558	2	+	789	DNA-binding domain of ModE / Molybdate-binding domain of ModE	Molybdenum cofactor biosynthesis; <br>Molybdenum cofactor biosynthesis	 	 
fig|6666666.353979.peg.2862	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	418626	420098	3	+	1473	Putative molybdenum transport ATP-binding protein modF	- none -	 	 
fig|6666666.353979.peg.2863	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	420300	421316	3	+	1017	UDP-N-acetylglucosamine 4-epimerase (EC 5.1.3.7) / UDP-glucose 4-epimerase (EC 5.1.3.2)	Capsular Polysaccharides Biosynthesis and Assembly; <br>Lactose and Galactose Uptake and Utilization; <br>Rhamnose containing glycans	 	 
fig|6666666.353979.peg.2864	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	421326	422372	3	+	1047	Galactose-1-phosphate uridylyltransferase (EC 2.7.7.10)	Lactose and Galactose Uptake and Utilization	 	 
fig|6666666.353979.peg.2865	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	422376	423524	3	+	1149	Galactokinase (EC 2.7.1.6)	Lactose and Galactose Uptake and Utilization	 	 
fig|6666666.353979.peg.2866	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	423518	424558	2	+	1041	Aldose 1-epimerase (EC 5.1.3.3)	Lactose and Galactose Uptake and Utilization; <br>Maltose and Maltodextrin Utilization	 	 
fig|6666666.353979.peg.2867	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	424765	425517	1	+	753	Phosphoglycerate mutase (EC 5.4.2.1)	Entner-Doudoroff Pathway; <br>Glycolysis and Gluconeogenesis; <br>Phosphoglycerate mutase protein family	 	 
fig|6666666.353979.peg.2868	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	426631	425579	-1	-	1053	2-keto-3-deoxy-D-arabino-heptulosonate-7-phosphate synthase I alpha (EC 2.5.1.54)	Chorismate Synthesis; <br>Common Pathway For Synthesis of Aromatic Compounds (DAHP synthase to chorismate)	 	 
fig|6666666.353979.peg.2869	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	426815	427744	2	+	930	Zinc transporter ZitB	Cobalt-zinc-cadmium resistance	 	 
fig|6666666.353979.peg.2870	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	428460	427741	-3	-	720	Ribosyl nicotinamide transporter, PnuC-like	NAD and NADP cofactor biosynthesis global	 	 
fig|6666666.353979.peg.2871	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	429574	428483	-1	-	1092	Quinolinate synthetase (EC 2.5.1.72)	Mycobacterium virulence operon possibly involved in quinolinate biosynthesis; <br>NAD and NADP cofactor biosynthesis global	 	 
fig|6666666.353979.peg.2872	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	431131	430331	-1	-	801	TPR repeat containing exported protein; Putative periplasmic protein contains a protein prenylyltransferase domain	Ton and Tol transport systems	 	 
fig|6666666.353979.peg.2873	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	431662	431141	-1	-	522	18K peptidoglycan-associated outer membrane lipoprotein; Peptidoglycan-associated lipoprotein precursor; Outer membrane protein P6; OmpA/MotB precursor	Ton and Tol transport systems	 	 
fig|6666666.353979.peg.2874	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	432990	431698	-3	-	1293	tolB protein precursor, periplasmic protein involved in the tonb-independent uptake of group A colicins	Ton and Tol transport systems	 	 
fig|6666666.353979.peg.2875	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	434426	433125	-2	-	1302	TolA protein	Ton and Tol transport systems	 	 
fig|6666666.353979.peg.2876	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	434883	434455	-3	-	429	Tol biopolymer transport system, TolR protein	Ton and Tol transport systems	 	 
fig|6666666.353979.peg.2877	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	435570	434887	-3	-	684	MotA/TolQ/ExbB proton channel family protein	Ton and Tol transport systems	 	 
fig|6666666.353979.peg.2878	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	435980	435576	-2	-	405	4-hydroxybenzoyl-CoA thioesterase family active site	Ton and Tol transport systems	 	 
fig|6666666.353979.peg.2879	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	436419	436129	-3	-	291	Cyd operon protein YbgE	- none -	 	 
fig|6666666.353979.peg.2880	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	436532	436419	-2	-	114	putative outer membrane lipoprotein	- none -	 	 
fig|6666666.353979.peg.2881	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	437686	436547	-1	-	1140	Cytochrome d ubiquinol oxidase subunit II (EC 1.10.3.-)	Bacterial RNA-metabolizing Zn-dependent hydrolases; <br>Conserved gene cluster associated with Met-tRNA formyltransferase; <br>Terminal cytochrome d ubiquinol oxidases; <br>Terminal cytochrome oxidases	 	 
